baths,beds,garage,lot_sqft,sold_price,sqft,stories,sub_type,type,year_built,is_foreclosure,is_price_reduced,is_new_listing,list_date,latitude,longitude,tag_garage_1_or_more,tag_central_air,tag_dishwasher,tag_community_outdoor_space,tag_fireplace,tag_basement,tag_forced_air,tag_hardwood_floors,tag_washer_dryer,tag_laundry_room,tag_recreation_facilities,tag_shopping,tag_community_security_features,tag_view,tag_central_heat,tag_dining_room,tag_family_room
2.0,3.0,1.0,10454.0,,1821.0,,,single_family,1963.0,,False,False,2023-06-29T21:16:25.000000Z,58.36395,-134.59372,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,1.9267086330935252,251094.94678872835,,950.0,,condo,condos,1969.0,,,False,2023-08-21T21:01:22.000000Z,58.386651,-134.649067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,5.0,2.0,5875.0,,3860.0,,,single_family,1920.0,,,False,2023-08-21T21:01:22.000000Z,58.304573,-134.403991,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,3.0,1.9267086330935252,7476.0,,1375.0,1.0,,mobile,2002.0,,,,,58.396178,-134.553717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,1.9267086330935252,251094.94678872835,,950.0,,condo,condos,1969.0,,,False,2023-08-21T21:01:22.000000Z,58.386651,-134.649067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,5.0,2.0,5875.0,,3860.0,,,single_family,1920.0,,,False,2023-08-21T21:01:22.000000Z,58.304573,-134.403991,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,3.0,1.9267086330935252,7476.0,,1375.0,1.0,,mobile,2002.0,,,,,58.396178,-134.553717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,1.9267086330935252,251094.94678872835,,950.0,,condo,condos,1969.0,,,False,2023-08-21T21:01:22.000000Z,58.386651,-134.649067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,5.0,2.0,5875.0,,3860.0,,,single_family,1920.0,,,False,2023-08-21T21:01:22.000000Z,58.304573,-134.403991,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,3.0,1.9267086330935252,7476.0,,1375.0,1.0,,mobile,2002.0,,,,,58.396178,-134.553717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,1.9267086330935252,251094.94678872835,,950.0,,condo,condos,1969.0,,,False,2023-08-21T21:01:22.000000Z,58.386651,-134.649067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,5.0,2.0,5875.0,,3860.0,,,single_family,1920.0,,,False,2023-08-21T21:01:22.000000Z,58.304573,-134.403991,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,3.0,1.9267086330935252,7476.0,,1375.0,1.0,,mobile,2002.0,,,,,58.396178,-134.553717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131203007518797,3.2082889125799574,1.9267086330935252,251094.94678872835,,1933.8485593336065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,1.9267086330935252,251094.94678872835,,950.0,,condo,condos,1969.0,,,False,2023-08-21T21:01:22.000000Z,58.386651,-134.649067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,5.0,2.0,5875.0,,3860.0,,,single_family,1920.0,,,False,2023-08-21T21:01:22.000000Z,58.304573,-134.403991,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,3.0,1.9267086330935252,7476.0,,1375.0,1.0,,mobile,2002.0,,,,,58.396178,-134.553717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,2.0,11761.0,129900.0,1478.0,1.0,,single_family,1998.0,,,False,2023-12-19T18:08:22.000000Z,32.389075,-86.178412,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
2.0,4.0,1.0,6534.0,88500.0,1389.0,2.0,,single_family,1945.0,,False,False,2023-11-10T14:20:36.000000Z,32.382748,-86.273286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,3.0,1.9267086330935252,17424.0,145000.0,2058.0,1.0,,single_family,1969.0,,,False,2023-12-19T18:08:22.000000Z,32.380023,-86.221454,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,9712.0,65000.0,1432.0,1.0,,single_family,1955.0,,False,False,2023-07-05T16:47:40.000000Z,32.386844,-86.284387,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,3.0,1.9267086330935252,10890.0,169000.0,1804.0,1.0,,single_family,1984.0,,False,False,2023-10-29T17:55:28.000000Z,32.351898,-86.232662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,1.9267086330935252,12632.0,180000.0,1476.0,1.0,,single_family,1999.0,,,False,2023-12-08T14:11:39.000000Z,32.405798,-86.200885,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0
2.0,4.0,1.9267086330935252,12632.0,260000.0,1888.0,1.0,,single_family,2001.0,,True,False,2023-11-27T22:50:49.000000Z,32.37089,-86.161376,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,13068.0,60000.0,1722.0,1.0,,single_family,1962.0,,,False,2023-02-24T15:00:22.000000Z,32.323353,-86.291318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,2.0,11326.0,159000.0,1635.0,1.0,,single_family,1965.0,,,False,2023-11-30T13:50:41.000000Z,32.37021,-86.251939,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,14375.0,140000.0,1576.0,1.0,,single_family,1969.0,,,False,2023-12-08T00:50:40.000000Z,32.389801,-86.196333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3.0,1.9267086330935252,13504.0,149900.0,1736.0,1.0,,single_family,1954.0,,,False,2023-12-13T22:08:44.000000Z,32.393518,-86.247999,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0
1.0,2.0,1.9267086330935252,4356.0,45000.0,1434.0,1.0,,single_family,1966.0,,,False,2023-12-14T16:29:30.000000Z,32.362228,-86.312431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,4.0,2.0,13068.0,310000.0,2134.0,1.0,,single_family,2006.0,,False,False,2023-08-28T19:26:36.000000Z,32.316226,-86.134284,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0
2.0,3.0,1.9267086330935252,6970.0,147000.0,1650.0,1.0,,single_family,1986.0,,,False,2023-10-25T19:07:59.000000Z,32.330353,-86.257237,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2.0,5.0,2.0,16553.0,195000.0,2264.0,1.0,,single_family,1968.0,,,False,2023-07-25T20:45:25.000000Z,32.336941,-86.223595,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2.0,3.0,2.0,16988.0,136000.0,1752.0,1.0,,single_family,1968.0,,,False,2023-11-09T21:32:22.000000Z,32.312602,-86.287019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3.0,1.9267086330935252,11326.0,31500.0,961.0,1.0,,single_family,1958.0,,,False,2024-01-10T03:11:24.000000Z,32.334407,-86.289689,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,4.0,1.9267086330935252,12632.0,178000.0,1892.0,1.0,,single_family,1967.0,,False,False,2023-11-07T00:05:24.000000Z,32.37289,-86.237024,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
2.0,4.0,1.9267086330935252,11326.0,172500.0,1699.0,1.0,,single_family,1975.0,,,False,2023-12-05T03:11:36.000000Z,32.392608,-86.231218,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2.0,3.0,2.0,67954.0,150000.0,1833.0,1.0,,single_family,1962.0,,,False,2023-10-24T22:03:07.000000Z,32.31254,-86.29416,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
3.0,3.0,1.9267086330935252,313632.0,170000.0,3092.0,1.0,,single_family,1945.0,,False,False,2023-09-08T14:32:07.000000Z,32.273275,-86.259551,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1.0,3.0,1.9267086330935252,12632.0,125000.0,1380.0,1.0,,single_family,1957.0,,,False,2023-11-06T18:42:05.000000Z,32.370027,-86.242435,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,6098.0,162000.0,1539.0,1.0,,single_family,1984.0,,,False,2023-11-09T19:26:26.000000Z,32.352188,-86.201805,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0
2.0,3.0,1.9267086330935252,8276.0,111200.0,1178.0,1.0,,single_family,1950.0,,,False,2023-11-09T16:29:22.000000Z,32.369906,-86.271969,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0
1.0,3.0,1.0,7405.0,63000.0,1290.0,1.0,,single_family,1948.0,,,False,2023-11-05T18:44:56.000000Z,32.375789,-86.27008,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2.0,4.0,1.9267086330935252,16553.0,106000.0,2349.0,1.0,,single_family,1964.0,,,False,2023-10-23T18:51:02.000000Z,32.334141,-86.260841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3.0,2.0,6534.0,245000.0,1742.0,1.0,,single_family,2001.0,,,False,2023-10-17T22:03:02.000000Z,32.380124,-86.16438,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
3.0,4.0,1.9267086330935252,22651.0,310000.0,3137.0,1.0,,single_family,1989.0,,False,False,2023-08-08T14:32:27.000000Z,32.348511,-86.144541,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
1.0,3.0,1.9267086330935252,15682.0,100000.0,1471.0,1.0,,single_family,1950.0,,False,False,2023-09-21T19:38:23.000000Z,32.378365,-86.24679,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,1.9267086330935252,10664.0,95900.0,1200.0,1.0,,single_family,1971.0,,,False,2023-12-04T21:26:28.000000Z,32.391523,-86.193254,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
4.0,4.0,2.0,30056.0,375000.0,4483.0,2.0,,single_family,1940.0,,,False,2023-09-21T17:39:14.000000Z,32.341846,-86.277533,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0
2.0,3.0,2.0,9583.0,320000.0,2488.0,1.0,,single_family,2004.0,,,False,2023-12-02T15:38:34.000000Z,32.375242,-86.158352,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
2.0,3.0,1.9267086330935252,10019.0,120000.0,1747.0,1.0,,single_family,1971.0,,True,False,2023-10-05T13:47:17.000000Z,32.309924,-86.240711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,4.0,2.0,13747.0,283000.0,2069.0,1.0,,single_family,1994.0,,,False,2023-11-10T22:41:34.000000Z,32.343306,-86.167468,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0
2.0,4.0,1.9267086330935252,15682.0,284500.0,2124.0,1.0,,single_family,1994.0,,,False,2023-11-15T22:35:40.000000Z,32.341748,-86.167057,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0
2.0,2.0,1.9267086330935252,4792.0,160000.0,1475.0,1.0,,single_family,1989.0,,,False,2023-11-08T13:11:39.000000Z,32.389676,-86.244298,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
4.0,4.0,2.0,4356.0,439900.0,3050.0,2.0,,single_family,2022.0,,False,False,2023-09-22T04:03:13.000000Z,32.356445,-86.143059,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
2.0,3.0,1.9267086330935252,18731.0,68250.0,2556.0,1.0,,single_family,1968.0,,,False,2023-09-25T20:39:05.000000Z,32.308274,-86.257496,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4.0,4.0,2.0,29621.0,385000.0,3288.0,2.0,,single_family,1987.0,,False,False,2023-07-19T21:50:53.000000Z,32.345345,-86.153421,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0
2.0,4.0,1.9267086330935252,26136.0,139900.0,1500.0,1.0,,single_family,1978.0,,,False,2023-12-04T17:20:32.000000Z,32.389227,-86.228626,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2.0,4.0,1.0,6534.0,88500.0,1389.0,2.0,,single_family,1945.0,,False,False,2023-11-10T14:20:36.000000Z,32.382748,-86.273286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,3.0,1.9267086330935252,17424.0,145000.0,2058.0,1.0,,single_family,1969.0,,,False,2023-12-19T18:08:22.000000Z,32.380023,-86.221454,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,9712.0,65000.0,1432.0,1.0,,single_family,1955.0,,False,False,2023-07-05T16:47:40.000000Z,32.386844,-86.284387,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,3.0,1.9267086330935252,10890.0,169000.0,1804.0,1.0,,single_family,1984.0,,False,False,2023-10-29T17:55:28.000000Z,32.351898,-86.232662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,1.9267086330935252,12632.0,180000.0,1476.0,1.0,,single_family,1999.0,,,False,2023-12-08T14:11:39.000000Z,32.405798,-86.200885,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0
2.0,4.0,1.9267086330935252,12632.0,260000.0,1888.0,1.0,,single_family,2001.0,,True,False,2023-11-27T22:50:49.000000Z,32.37089,-86.161376,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,13068.0,60000.0,1722.0,1.0,,single_family,1962.0,,,False,2023-02-24T15:00:22.000000Z,32.323353,-86.291318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,2.0,11326.0,159000.0,1635.0,1.0,,single_family,1965.0,,,False,2023-11-30T13:50:41.000000Z,32.37021,-86.251939,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,14375.0,140000.0,1576.0,1.0,,single_family,1969.0,,,False,2023-12-08T00:50:40.000000Z,32.389801,-86.196333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3.0,1.9267086330935252,13504.0,149900.0,1736.0,1.0,,single_family,1954.0,,,False,2023-12-13T22:08:44.000000Z,32.393518,-86.247999,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0
1.0,2.0,1.9267086330935252,4356.0,45000.0,1434.0,1.0,,single_family,1966.0,,,False,2023-12-14T16:29:30.000000Z,32.362228,-86.312431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,4.0,2.0,13068.0,310000.0,2134.0,1.0,,single_family,2006.0,,False,False,2023-08-28T19:26:36.000000Z,32.316226,-86.134284,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0
2.0,3.0,1.9267086330935252,6970.0,147000.0,1650.0,1.0,,single_family,1986.0,,,False,2023-10-25T19:07:59.000000Z,32.330353,-86.257237,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2.0,5.0,2.0,16553.0,195000.0,2264.0,1.0,,single_family,1968.0,,,False,2023-07-25T20:45:25.000000Z,32.336941,-86.223595,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2.0,3.0,2.0,16988.0,136000.0,1752.0,1.0,,single_family,1968.0,,,False,2023-11-09T21:32:22.000000Z,32.312602,-86.287019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3.0,1.9267086330935252,11326.0,31500.0,961.0,1.0,,single_family,1958.0,,,False,2024-01-10T03:11:24.000000Z,32.334407,-86.289689,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,4.0,1.9267086330935252,11326.0,172500.0,1699.0,1.0,,single_family,1975.0,,,False,2023-12-05T03:11:36.000000Z,32.392608,-86.231218,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2.0,4.0,1.9267086330935252,12632.0,178000.0,1892.0,1.0,,single_family,1967.0,,False,False,2023-11-07T00:05:24.000000Z,32.37289,-86.237024,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
2.0,3.0,2.0,67954.0,150000.0,1833.0,1.0,,single_family,1962.0,,,False,2023-10-24T22:03:07.000000Z,32.31254,-86.29416,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
3.0,3.0,1.9267086330935252,313632.0,170000.0,3092.0,1.0,,single_family,1945.0,,False,False,2023-09-08T14:32:07.000000Z,32.273275,-86.259551,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1.0,3.0,1.9267086330935252,12632.0,125000.0,1380.0,1.0,,single_family,1957.0,,,False,2023-11-06T18:42:05.000000Z,32.370027,-86.242435,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2.0,3.0,1.9267086330935252,6098.0,162000.0,1539.0,1.0,,single_family,1984.0,,,False,2023-11-09T19:26:26.000000Z,32.352188,-86.201805,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0
2.0,3.0,1.9267086330935252,8276.0,111200.0,1178.0,1.0,,single_family,1950.0,,,False,2023-11-09T16:29:22.000000Z,32.369906,-86.271969,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0
1.0,3.0,1.0,7405.0,63000.0,1290.0,1.0,,single_family,1948.0,,,False,2023-11-05T18:44:56.000000Z,32.375789,-86.27008,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2.0,4.0,1.9267086330935252,16553.0,106000.0,2349.0,1.0,,single_family,1964.0,,,False,2023-10-23T18:51:02.000000Z,32.334141,-86.260841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,4.0,1.9267086330935252,22651.0,310000.0,3137.0,1.0,,single_family,1989.0,,False,False,2023-08-08T14:32:27.000000Z,32.348511,-86.144541,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
2.0,3.0,2.0,6534.0,245000.0,1742.0,1.0,,single_family,2001.0,,,False,2023-10-17T22:03:02.000000Z,32.380124,-86.16438,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
